prior,Indiv,Z,hybrid_class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,mean_posterior_probability,sd_posterior_probability,cv_posterior_probability
uniform,COPE_0708.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0708.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0709.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0709.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,0.99999,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
Jeffreys,COPE_0709.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0709.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0709.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0709.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,1e-5,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
uniform,COPE_0709.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0709.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0709.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0709.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0709.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0709.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0710.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0710.fp2.repr,z1,pure_b,0.99936,0.99728000000000006,0.99996,0.99991,0.99946,1,0.9999,0.99993,0.99987,0.99969,0.999536,8.222084082923454e-4,8.225900900941492e-4
Jeffreys,COPE_0710.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0710.fp2.repr,z1,F2,0,5e-5,0,0,0,0,0,0,0,1e-5,6e-6,1.577621275493231e-5,2.629368792488718
Jeffreys,COPE_0710.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0710.fp2.repr,z1,b_bx,6.4e-4,0.00267,4e-5,9e-5,5.3e-4,0,1e-4,7e-5,1.3e-4,3.1e-4,4.58e-4,8.068704976636586e-4,1.7617259774315688
uniform,COPE_0710.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0710.fp2.repr,z1,pure_b,0.99997,0.99984,0.99992,0.99997,0.99996,0.99999,0.99964,0.99996,0.9997,0.99959,0.999854,1.5334782540211772e-4,1.5337021745386598e-4
uniform,COPE_0710.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0710.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,1e-5,1e-5,2.0000000000000003e-6,4.216370213557839e-6,2.1081851067789192
uniform,COPE_0710.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0710.fp2.repr,z1,b_bx,3e-5,1.5e-4,8e-5,3e-5,4e-5,1e-5,3.6e-4,4e-5,2.9e-4,4e-4,1.43e-4,1.5026273286776362e-4,1.0507883417326127
Jeffreys,COPE_0711.fp2.repr,z0,pure_a,0.99967,0.99998,1,1,1,1,0.99999,0.99998,1,0.99999,0.999961,1.0257246760761351e-4,1.0257646808986902e-4
Jeffreys,COPE_0711.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0711.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0711.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0711.fp2.repr,z0,a_bx,3.3e-4,2e-5,0,0,0,0,1e-5,2e-5,0,1e-5,3.9e-5,1.0257246760759493e-4,2.6300632719896138
Jeffreys,COPE_0711.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0711.fp2.repr,z0,pure_a,1,0.99994,0.99992,1,1,1,0.99993,1,1,1,0.999979,3.414023367750819e-5,3.414095063747158e-5
uniform,COPE_0711.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0711.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0711.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0711.fp2.repr,z0,a_bx,0,6e-5,8e-5,0,0,0,7e-5,0,0,0,2.1e-5,3.4140233677518316e-5,1.625725413215158
uniform,COPE_0711.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0712.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0712.fp2.repr,z1,pure_b,0.99993,0.99999,0.99999,0.99997,1,0.99994,0.99999,0.99999,0.99991,1,0.999971,3.247221034123571e-5,3.247315206264553e-5
Jeffreys,COPE_0712.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0712.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0712.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0712.fp2.repr,z1,b_bx,7e-5,1e-5,1e-5,3e-5,0,6e-5,1e-5,1e-5,9e-5,0,2.9e-5,3.247221034122014e-5,1.1197313910765565
uniform,COPE_0712.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0712.fp2.repr,z1,pure_b,0.99995,0.99991,0.99999,0.99991,1,0.99998,1,0.99996,0.99993,1,0.9999629999999999,3.653004851414205e-5,3.6531400175948564e-5
uniform,COPE_0712.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0712.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0712.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0712.fp2.repr,z1,b_bx,5e-5,9e-5,1e-5,9e-5,0,2e-5,0,4e-5,7e-5,0,3.7e-5,3.653004851412662e-5,0.9872986084899087
Jeffreys,COPE_0713.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0713.fp2.repr,NA,pure_b,1,1,1,0.99995,1,1,1,1,1,1,0.999995,1.5811388300840156e-5,1.5811467358176947e-5
Jeffreys,COPE_0713.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0713.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0713.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0713.fp2.repr,NA,b_bx,0,0,0,5e-5,0,0,0,0,0,0,5e-6,1.5811388300841898e-5,3.162277660168379
uniform,COPE_0713.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0713.fp2.repr,NA,pure_b,0.99998,1,0.99999,1,1,1,0.99993,1,0.99999,1,0.999989,2.183269719175615e-5,2.1832937354067046e-5
uniform,COPE_0713.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0713.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0713.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0713.fp2.repr,NA,b_bx,2e-5,0,1e-5,0,0,0,7e-5,0,1e-5,0,1.1e-5,2.1832697191750418e-5,1.9847906537954925
Jeffreys,COPE_0715.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0715.fp2.repr,z1,pure_b,1,1,1,1,0.99997,1,1,0.99999,0.99999,1,0.999995,9.718253158063007e-6,9.718301749571755e-6
Jeffreys,COPE_0715.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0715.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0715.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0715.fp2.repr,z1,b_bx,0,0,0,0,3e-5,0,0,1e-5,1e-5,0,5e-6,9.7182531580755e-6,1.9436506316150999
uniform,COPE_0715.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0715.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,0.99999,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
uniform,COPE_0715.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0715.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0715.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0715.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,1e-5,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_0716.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0716.fp2.repr,z1,pure_b,1,1,1,0.99999,1,1,1,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
Jeffreys,COPE_0716.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0716.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0716.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0716.fp2.repr,z1,b_bx,0,0,0,1e-5,0,0,0,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
uniform,COPE_0716.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0716.fp2.repr,z1,pure_b,1,1,1,0.99999,1,1,1,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
uniform,COPE_0716.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0716.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0716.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0716.fp2.repr,z1,b_bx,0,0,0,1e-5,0,0,0,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_0717.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0717.fp2.repr,NA,pure_b,1,1,1,0.99991,1,1,0.99999,1,0.99999,1,0.999989,2.806737924670566e-5,2.806768799127356e-5
Jeffreys,COPE_0717.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0717.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0717.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0717.fp2.repr,NA,b_bx,0,0,0,9e-5,0,0,1e-5,0,1e-5,0,1.1000000000000001e-5,2.8067379246694515e-5,2.551579931517683
uniform,COPE_0717.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0717.fp2.repr,NA,pure_b,1,1,1,1,1,1,1,1,0.99975,1,0.9999750000000001,7.905694150420077e-5,7.90589179771502e-5
uniform,COPE_0717.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0717.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0717.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0717.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,2.5e-4,0,2.5e-5,7.905694150420948e-5,3.162277660168379
Jeffreys,COPE_0718.fp2.repr,z0,pure_a,0.99999,1,1,1,1,1,1,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
Jeffreys,COPE_0718.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0718.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0718.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0718.fp2.repr,z0,a_bx,1e-5,0,0,0,0,0,0,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_0718.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0718.fp2.repr,z0,pure_a,1,0.99996,1,1,1,1,0.99997,1,0.99999,1,0.999992,1.4757295747457165e-5,1.475741380676762e-5
uniform,COPE_0718.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0718.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0718.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0718.fp2.repr,z0,a_bx,0,4e-5,0,0,0,0,3e-5,0,1e-5,0,8.000000000000001e-6,1.4757295747452437e-5,1.8446619684315544
uniform,COPE_0718.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0719.fp2.repr,z0,pure_a,1,1,1,1,0.99998,1,1,1,1,1,0.9999979999999999,6.324555320343084e-6,6.324567969479023e-6
Jeffreys,COPE_0719.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0719.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0719.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0719.fp2.repr,z0,a_bx,0,0,0,0,2e-5,0,0,0,0,0,2.0000000000000003e-6,6.324555320336759e-6,3.162277660168379
Jeffreys,COPE_0719.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0719.fp2.repr,z0,pure_a,1,0.99999,1,1,1,1,0.99994,1,1,1,0.999993,1.8885620632270348e-5,1.8885752832540176e-5
uniform,COPE_0719.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0719.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0719.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0719.fp2.repr,z0,a_bx,0,1e-5,0,0,0,0,6e-5,0,0,0,7e-6,1.8885620632287058e-5,2.697945804612437
uniform,COPE_0719.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0720.fp2.repr,z0,pure_a,1,0.99999,1,1,1,1,0.99999,0.99999,1,0.99984,0.999981,4.9766119666581146e-5,4.976706524082072e-5
Jeffreys,COPE_0720.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0720.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0720.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0720.fp2.repr,z0,a_bx,0,1e-5,0,0,0,0,1e-5,1e-5,0,1.6e-4,1.9e-5,4.9766119666562986e-5,2.619269456134894
Jeffreys,COPE_0720.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0720.fp2.repr,z0,pure_a,1,0.99982,1,1,1,1,1,1,1,1,0.999982,5.692099788301754e-5,5.692202247942217e-5
uniform,COPE_0720.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0720.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0720.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0720.fp2.repr,z0,a_bx,0,1.8e-4,0,0,0,0,0,0,0,0,1.8e-5,5.692099788303083e-5,3.162277660168379
uniform,COPE_0720.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0721.fp2.repr,z0,pure_a,1,0.99999,0.99995,1,1,1,1,1,1,1,0.999994,1.577621275492932e-5,1.5776307412773798e-5
Jeffreys,COPE_0721.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0721.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0721.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0721.fp2.repr,z0,a_bx,0,1e-5,5e-5,0,0,0,0,0,0,0,6e-6,1.577621275493231e-5,2.629368792488718
Jeffreys,COPE_0721.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0721.fp2.repr,z0,pure_a,1,0.99033,1,1,1,1,0.99999,1,1,0.99999,0.999031,0.003057222595755817,0.003060187917848212
uniform,COPE_0721.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0721.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0721.fp2.repr,z0,F2,0,9e-5,0,0,0,0,0,0,0,0,9e-6,2.8460498941515414e-5,3.162277660168379
uniform,COPE_0721.fp2.repr,z0,a_bx,0,0.00958,0,0,0,0,1e-5,0,0,1e-5,9.6e-4,0.003028762123376479,3.1549605451838323
uniform,COPE_0721.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0722.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0722.fp2.repr,z1,pure_b,1,1,1,1,1,1,0.99999,1,1,0.9999,0.999989,3.1428932176858474e-5,3.142927789891536e-5
Jeffreys,COPE_0722.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0722.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0722.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0722.fp2.repr,z1,b_bx,0,0,0,0,0,0,1e-5,0,0,1e-4,1.1e-5,3.142893217686178e-5,2.8571756524419802
uniform,COPE_0722.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0722.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0722.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0722.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0722.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0722.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0723.fp2.repr,z0,pure_a,1,1,0.99998,1,0.99999,0.99954,0.99998,1,0.99973,0.99997,0.999919,1.5659218087475698e-4,1.5660486586889237e-4
Jeffreys,COPE_0723.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0723.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0723.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0723.fp2.repr,z0,a_bx,0,0,2e-5,0,1e-5,4.6e-4,2e-5,0,2.7e-4,3e-5,8.1e-5,1.565921808747522e-4,1.9332368009228666
Jeffreys,COPE_0723.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0723.fp2.repr,z0,pure_a,1,0.99971,1,0.99998,1,1,1,0.99999,0.99998,1,0.999966,9.03327183250943e-5,9.033578974194553e-5
uniform,COPE_0723.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0723.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0723.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0723.fp2.repr,z0,a_bx,0,2.9e-4,0,2e-5,0,0,0,1e-5,2e-5,0,3.4e-5,9.033271832508972e-5,2.6568446566202857
uniform,COPE_0723.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0724.fp2.repr,NA,pure_a,1,0.99999,0.99998,1,0.99994,1,0.99996,0.99989,0.99994,0.99987,0.999957,4.691600058733732e-5,4.6918018062113986e-5
Jeffreys,COPE_0724.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0724.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0724.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0724.fp2.repr,NA,a_bx,0,1e-5,2e-5,0,6e-5,0,4e-5,1.1e-4,6e-5,1.3e-4,4.3e-5,4.6916000587338124e-5,1.0910697811008865
Jeffreys,COPE_0724.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0724.fp2.repr,NA,pure_a,1,0.99981,0.99955,0.99997,1,1,1,1,0.99987,0.99999,0.999919,1.4563653387799751e-4,1.4564833139284035e-4
uniform,COPE_0724.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0724.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0724.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0724.fp2.repr,NA,a_bx,0,1.9e-4,4.5e-4,3e-5,0,0,0,0,1.3e-4,1e-5,8.1e-5,1.456365338780074e-4,1.7979818997284864
uniform,COPE_0724.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0725.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0725.fp2.repr,NA,pure_b,0.99997,1,0.99999,1,0.9999,1,1,1,1,0.99955,0.999941,1.4090579989638714e-4,1.4091411382910306e-4
Jeffreys,COPE_0725.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0725.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0725.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0725.fp2.repr,NA,b_bx,3e-5,0,1e-5,0,1e-4,0,0,0,0,4.5e-4,5.9e-5,1.4090579989640045e-4,2.3882338965491603
uniform,COPE_0725.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0725.fp2.repr,NA,pure_b,1,0.99959,0.99994,0.99995,1,1,1,1,1,1,0.9999480000000001,1.2787146323989856e-4,1.2787811290176945e-4
uniform,COPE_0725.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0725.fp2.repr,NA,F2,0,1e-5,0,0,0,0,0,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
uniform,COPE_0725.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0725.fp2.repr,NA,b_bx,0,4e-4,6e-5,5e-5,0,0,0,0,0,0,5.1e-5,1.2476199563791676e-4,2.4463136399591523
Jeffreys,COPE_0726.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0726.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,0.99999,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
Jeffreys,COPE_0726.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0726.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0726.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0726.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,1e-5,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
uniform,COPE_0726.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0726.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,0.99999,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
uniform,COPE_0726.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0726.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0726.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0726.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,1e-5,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_0727.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0727.fp2.repr,NA,pure_b,0.99984,1,0.99974,0.99999,1,1,0.99977,0.99752,0.99839,0.99997,0.999522,8.56657587500539e-4,8.570672656535214e-4
Jeffreys,COPE_0727.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0727.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0727.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0727.fp2.repr,NA,b_bx,1.6e-4,0,2.6e-4,1e-5,0,0,2.3e-4,0.00248,0.00161,3e-5,4.78e-4,8.566575875005265e-4,1.7921706851475447
uniform,COPE_0727.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
