prior,Indiv,Z,hybrid_class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,mean_posterior_probability,sd_posterior_probability,cv_posterior_probability
Jeffreys,COPE_1179.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1179.fp2.repr,z1,pure_b,1,1,1,1,0.99999,1,1,1,0.99998,1,0.999997,6.7494855771058825e-6,6.749505825623359e-6
Jeffreys,COPE_1179.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1179.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1179.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1179.fp2.repr,z1,b_bx,0,0,0,0,1e-5,0,0,0,2e-5,0,3e-6,6.749485577105529e-6,2.249828525701843
uniform,COPE_1179.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1179.fp2.repr,z1,pure_b,1,0.99999,0.99999,0.99999,1,1,1,1,1,1,0.999997,4.830458915374496e-6,4.830473406794716e-6
uniform,COPE_1179.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1179.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1179.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1179.fp2.repr,z1,b_bx,0,1e-5,1e-5,1e-5,0,0,0,0,0,0,3e-6,4.83045891539648e-6,1.6101529717988265
Jeffreys,COPE_1180.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1180.fp2.repr,NA,pure_b,0.99998,0.9999,1,1,0.99984,0.99991,0.99323,1,0.99955,1,0.999241,0.002116566664304365,0.0021181743586425744
Jeffreys,COPE_1180.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1180.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1180.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1180.fp2.repr,NA,b_bx,2e-5,1e-4,0,0,1.6e-4,9e-5,0.00677,0,4.5e-4,0,7.59e-4,0.0021165666643043505,2.788625381165152
uniform,COPE_1180.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1180.fp2.repr,NA,pure_b,0.99999,0.99994,1,1,1,1,0.99998,1,1,1,0.999991,1.9119507199585877e-5,1.9119679276699367e-5
uniform,COPE_1180.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1180.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1180.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1180.fp2.repr,NA,b_bx,1e-5,6e-5,0,0,0,0,2e-5,0,0,0,9e-6,1.911950719959998e-5,2.1243896888444422
Jeffreys,COPE_1181.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1181.fp2.repr,z1,pure_b,1,1,1,0.99999,1,1,0.99998,0.99999,0.99997,0.9999,0.9999830000000001,3.0930028559096816e-5,3.093055437852125e-5
Jeffreys,COPE_1181.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1181.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1181.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1181.fp2.repr,z1,b_bx,0,0,0,1e-5,0,0,2e-5,1e-5,3e-5,1e-4,1.7e-5,3.093002855909879e-5,1.8194134446528698
uniform,COPE_1181.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1181.fp2.repr,z1,pure_b,1,0.99997,1,1,1,1,1,0.99997,0.9998,1,0.999974,6.23965811029133e-5,6.239820345620316e-5
uniform,COPE_1181.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1181.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1181.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1181.fp2.repr,z1,b_bx,0,3e-5,0,0,0,0,0,3e-5,2e-4,0,2.6000000000000002e-5,6.239658110292049e-5,2.3998685039584804
Jeffreys,COPE_1182.fp2.repr,z1,pure_a,0,2e-4,0,0,0,0,0,0,0,0,2e-5,6.324555320336759e-5,3.162277660168379
Jeffreys,COPE_1182.fp2.repr,z1,pure_b,0.99927,0.99607,0.99981,0.99965,0.99965,0.99701,0.99944,0.99911,0.99641,0.99714,0.998356,0.0015035158795303808,0.0015059917299343928
Jeffreys,COPE_1182.fp2.repr,z1,F1,0,9e-5,0,0,0,1e-5,0,0,0,0,1e-5,2.8284271247461902e-5,2.82842712474619
Jeffreys,COPE_1182.fp2.repr,z1,F2,1e-5,3.1e-4,0,1e-5,0,6e-5,1e-5,3e-5,4.2e-4,5.4e-4,1.39e-4,2.0431185313958986e-4,1.4698694470474092
Jeffreys,COPE_1182.fp2.repr,z1,a_bx,0,3e-5,0,0,0,1e-5,0,0,0,0,4e-6,9.66091783079296e-6,2.4152294576982403
Jeffreys,COPE_1182.fp2.repr,z1,b_bx,7.2e-4,0.0033,1.9e-4,3.4e-4,3.5e-4,0.00291,5.4e-4,8.6e-4,0.00317,0.00232,0.00147,0.001291175175308654,0.8783504593936422
uniform,COPE_1182.fp2.repr,z1,pure_a,0,0.01354,0,0,0,0,0,0,0,0,0.001354,0.004281723951867986,3.1622776601683795
uniform,COPE_1182.fp2.repr,z1,pure_b,0.99881,0.97592,0.9971,0.99707,0.99776,0.99656,0.99534,0.99861,0.99809,0.99685,0.995211,0.006855506221684545,0.006888495225318596
uniform,COPE_1182.fp2.repr,z1,F1,0,8.2e-4,2e-5,0,0,1e-5,1e-5,0,0,2e-5,8.8e-5,2.5732815193401943e-4,2.9241835447047664
uniform,COPE_1182.fp2.repr,z1,F2,3e-5,0.00289,1.7e-4,2.2e-4,3.1e-4,7.8e-4,6.5e-4,7e-5,3.7e-4,6.3e-4,6.12e-4,8.400105819439288e-4,1.3725663103658967
uniform,COPE_1182.fp2.repr,z1,a_bx,0,0.00133,1e-5,0,0,0,0,0,0,1e-5,1.35e-4,4.19900781931478e-4,3.1103761624553927
uniform,COPE_1182.fp2.repr,z1,b_bx,0.00117,0.0055,0.00269,0.00271,0.00193,0.00264,0.004,0.00132,0.00153,0.00249,0.002598,0.0013199730636982289,0.5080727727860773
Jeffreys,COPE_1183.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1183.fp2.repr,NA,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
Jeffreys,COPE_1183.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1183.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1183.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1183.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1183.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1183.fp2.repr,NA,pure_b,1,1,1,1,1,1,1,1,0.99999,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
uniform,COPE_1183.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1183.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1183.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1183.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,1e-5,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_1184.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1184.fp2.repr,z1,pure_b,0.99998,1,1,0.99999,1,1,1,0.99998,0.99998,1,0.999993,9.486832980512676e-6,9.486899388808397e-6
Jeffreys,COPE_1184.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1184.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1184.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1184.fp2.repr,z1,b_bx,2e-5,0,0,1e-5,0,0,0,2e-5,2e-5,0,7.000000000000001e-6,9.48683298050514e-6,1.355261854357877
uniform,COPE_1184.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1184.fp2.repr,z1,pure_b,1,1,1,1,1,1,0.99999,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
uniform,COPE_1184.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1184.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1184.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1184.fp2.repr,z1,b_bx,0,0,0,0,0,0,1e-5,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_1185.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1185.fp2.repr,NA,pure_b,0.99999,0.99741,0.99964,0.99999,0.99987,0.99764,0.99998,0.99983,0.99485,0.99999,0.998919,0.0017413497319289167,0.0017432341680645945
Jeffreys,COPE_1185.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1185.fp2.repr,NA,F2,0,4.5e-4,0,0,0,0,0,0,0.00111,0,1.56e-4,3.638131388501521e-4,2.332135505449693
Jeffreys,COPE_1185.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1185.fp2.repr,NA,b_bx,1e-5,0.00214,3.6e-4,1e-5,1.3e-4,0.00236,2e-5,1.7e-4,0.00404,1e-5,9.25e-4,0.0014177701584608918,1.5327244956333965
uniform,COPE_1185.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1185.fp2.repr,NA,pure_b,0.99994,0.99996,1,1,1,0.99996,0.99609,0.99995,0.99991,1,0.999581,0.0012270058407902159,0.0012275201717421758
uniform,COPE_1185.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1185.fp2.repr,NA,F2,0,0,0,0,0,0,1.2e-4,0,0,0,1.2e-5,3.794733192202055e-5,3.162277660168379
uniform,COPE_1185.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1185.fp2.repr,NA,b_bx,6e-5,4e-5,0,0,0,4e-5,0.00379,5e-5,9e-5,0,4.0699999999999997e-4,0.0011890710660006827,2.921550530714208
Jeffreys,COPE_1186.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1186.fp2.repr,NA,pure_b,0.99959,1,0.99784,0.99999,0.96921,1,0.99977,0.99999,0.99992,0.98477,0.995108,0.010249951544600911,0.010300340811852493
Jeffreys,COPE_1186.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1186.fp2.repr,NA,F2,0,0,3e-5,0,0.00139,0,0,0,0,3.1e-4,1.73e-4,0.00043840747155028177,2.534147234394692
Jeffreys,COPE_1186.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1186.fp2.repr,NA,b_bx,4.1e-4,0,0.00214,1e-5,0.02939,0,2.3e-4,1e-5,8e-5,0.01491,0.004718,0.009822265862145386,2.081870678708221
uniform,COPE_1186.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1186.fp2.repr,NA,pure_b,0.99886,0.96942,0.99986,0.97648,1,1,0.99997,1,0.99998,0.98833,0.99329,0.011428984595706173,0.011506191138243789
uniform,COPE_1186.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1186.fp2.repr,NA,F2,0,0.01501,0,2.1e-4,0,0,0,0,0,3e-4,0.001552,0.004729894995310855,3.0476127547106024
uniform,COPE_1186.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1186.fp2.repr,NA,b_bx,0.00114,0.01557,1.4e-4,0.02331,0,0,3e-5,0,2e-5,0.01137,0.005158,0.00850051475565516,1.6480253500688562
Jeffreys,COPE_1187.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1187.fp2.repr,NA,pure_b,1,1,0.99998,1,1,1,1,1,1,1,0.9999979999999999,6.324555320343084e-6,6.324567969479023e-6
Jeffreys,COPE_1187.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1187.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1187.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1187.fp2.repr,NA,b_bx,0,0,2e-5,0,0,0,0,0,0,0,2.0000000000000003e-6,6.324555320336759e-6,3.162277660168379
uniform,COPE_1187.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1187.fp2.repr,NA,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_1187.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1187.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1187.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1187.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1188.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1188.fp2.repr,NA,pure_b,1,1,1,1,1,1,1,1,1,0.99996,0.999996,1.2649110640686168e-5,1.2649161237331118e-5
Jeffreys,COPE_1188.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1188.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1188.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1188.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,4e-5,4.000000000000001e-6,1.2649110640673518e-5,3.162277660168379
uniform,COPE_1188.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1188.fp2.repr,NA,pure_b,1,1,1,1,1,1,0.99999,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
uniform,COPE_1188.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1188.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1188.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1188.fp2.repr,NA,b_bx,0,0,0,0,0,0,1e-5,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_1189.fp2.repr,z0,pure_a,1,1,1,1,1,1,0.99999,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
Jeffreys,COPE_1189.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1189.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1189.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1189.fp2.repr,z0,a_bx,0,0,0,0,0,0,1e-5,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_1189.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1189.fp2.repr,z0,pure_a,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_1189.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1189.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1189.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1189.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1189.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1190.fp2.repr,NA,pure_a,1,1,1,0.99763,1,1,1,0.99996,1,1,0.999759,7.48159965069853e-4,7.483403150857887e-4
Jeffreys,COPE_1190.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1190.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1190.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1190.fp2.repr,NA,a_bx,0,0,0,0.00237,0,0,0,4e-5,0,0,2.41e-4,7.481599650698595e-4,3.1043981953106203
Jeffreys,COPE_1190.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1190.fp2.repr,NA,pure_a,0.99999,0.99945,0.99999,1,1,1,0.99998,1,0.99994,1,0.999935,1.7141567411803316e-4,1.7142681686112913e-4
uniform,COPE_1190.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1190.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1190.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1190.fp2.repr,NA,a_bx,1e-5,5.5e-4,1e-5,0,0,0,2e-5,0,6e-5,0,6.500000000000001e-5,1.714156741180145e-4,2.6371642172002225
uniform,COPE_1190.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1191.fp2.repr,z0,pure_a,0.99998,0.99999,1,1,1,1,1,0.99994,0.99998,0.99999,0.999988,1.8737959096728717e-5,1.8738183954936176e-5
Jeffreys,COPE_1191.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1191.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1191.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1191.fp2.repr,z0,a_bx,2e-5,1e-5,0,0,0,0,0,6e-5,2e-5,1e-5,1.2e-5,1.8737959096740263e-5,1.5614965913950218
Jeffreys,COPE_1191.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1191.fp2.repr,z0,pure_a,1,0.99997,1,1,1,1,0.99998,1,0.99998,1,0.999993,1.1595018087283419e-5,1.159509925297819e-5
uniform,COPE_1191.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1191.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1191.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1191.fp2.repr,z0,a_bx,0,3e-5,0,0,0,0,2e-5,0,2e-5,0,7.000000000000001e-6,1.1595018087284058e-5,1.6564311553262938
uniform,COPE_1191.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1192.fp2.repr,z1,pure_a,2e-5,NA,NA,NA,NA,NA,NA,NA,1e-5,NA,1.5000000000000002e-5,7.0710678118654756e-6,0.4714045207910316
Jeffreys,COPE_1192.fp2.repr,z1,pure_b,0.99505999999999994,NA,NA,NA,NA,NA,NA,NA,0.99463,NA,0.994845,3.0405591591016625e-4,3.0563144601437035e-4
Jeffreys,COPE_1192.fp2.repr,z1,F1,4e-5,NA,NA,NA,NA,NA,NA,NA,2e-5,NA,3.0000000000000004e-5,1.4142135623730951e-5,0.4714045207910316
Jeffreys,COPE_1192.fp2.repr,z1,F2,5.7e-4,NA,NA,NA,NA,NA,NA,NA,0.00104,NA,8.049999999999999e-4,3.323401871576773e-4,0.4128449529909035
Jeffreys,COPE_1192.fp2.repr,z1,a_bx,2e-5,NA,NA,NA,NA,NA,NA,NA,1e-5,NA,1.5000000000000002e-5,7.0710678118654756e-6,0.4714045207910316
Jeffreys,COPE_1192.fp2.repr,z1,b_bx,0.00429,NA,NA,NA,NA,NA,NA,NA,0.0043,NA,0.004295,7.071067811865187e-6,0.0016463487338452122
uniform,COPE_1192.fp2.repr,z1,pure_a,0.15654,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15654,NA,NA
uniform,COPE_1192.fp2.repr,z1,pure_b,0.82387,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82387,NA,NA
uniform,COPE_1192.fp2.repr,z1,F1,0.0049,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0049,NA,NA
uniform,COPE_1192.fp2.repr,z1,F2,0.00167,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00167,NA,NA
uniform,COPE_1192.fp2.repr,z1,a_bx,0.0048,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0048,NA,NA
uniform,COPE_1192.fp2.repr,z1,b_bx,0.00822,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00822,NA,NA
Jeffreys,COPE_1193.fp2.repr,z0,pure_a,0.99697,0.99827,0.99978,0.99989,0.99981,0.99866,0.98563,0.99907,0.9998,0.99244,0.997032,0.004601100834462211,0.004614797553601299
Jeffreys,COPE_1193.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,1e-5,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_1193.fp2.repr,z0,F1,1e-5,0,0,0,0,0,1e-5,0,0,2e-5,4.000000000000001e-6,6.992058987801011e-6,1.7480147469502525
Jeffreys,COPE_1193.fp2.repr,z0,F2,1.7e-4,5e-5,0,0,0,1e-5,0.00316,4e-5,0,0.00153,4.96e-4,0.0010487791844701047,2.114474162238114
Jeffreys,COPE_1193.fp2.repr,z0,a_bx,0.00284,0.00168,2.2e-4,1.1e-4,1.9e-4,0.00133,0.01119,9e-4,2e-4,0.006,0.002466,0.00355915158429646,1.4432893691388728
Jeffreys,COPE_1193.fp2.repr,z0,b_bx,0,0,0,0,0,0,1e-5,0,0,1e-5,2.0000000000000003e-6,4.216370213557839e-6,2.1081851067789192
uniform,COPE_1193.fp2.repr,z0,pure_a,0.98365,0.98778,0.99955,0.99947,0.99959,0.99885,0.99932,0.99973,0.99965,0.99946,0.996705,0.0058784356384633096,0.005897869117204499
uniform,COPE_1193.fp2.repr,z0,pure_b,2e-5,0,0,0,0,0,0,0,0,0,2.0000000000000003e-6,6.324555320336759e-6,3.162277660168379
uniform,COPE_1193.fp2.repr,z0,F1,5e-5,2e-5,0,0,0,0,0,0,0,0,7.000000000000001e-6,1.636391694484477e-5,2.3377024206921098
uniform,COPE_1193.fp2.repr,z0,F2,0.00226,0.00127,0,1e-5,0,6e-5,2e-5,0,2e-5,1e-5,3.65e-4,7.740836876950421e-4,2.1207772265617595
uniform,COPE_1193.fp2.repr,z0,a_bx,0.01398,0.01093,4.4e-4,5.2e-4,4.1e-4,0.0011,6.6e-4,2.6e-4,3.2e-4,5.3e-4,0.002915,0.0050844168244199295,1.7442253257015194
uniform,COPE_1193.fp2.repr,z0,b_bx,4e-5,0,0,0,0,0,0,0,0,0,4.000000000000001e-6,1.2649110640673518e-5,3.162277660168379
Jeffreys,COPE_1194.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1194.fp2.repr,NA,pure_b,0.99971,1,0.99999,0.99881,1,0.99997,1,1,1,1,0.999848,3.756712510811774e-4,3.757283617921698e-4
Jeffreys,COPE_1194.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1194.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1194.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1194.fp2.repr,NA,b_bx,2.9e-4,0,1e-5,0.00119,0,3e-5,0,0,0,0,1.52e-4,3.756712510811666e-4,2.4715213886918854
uniform,COPE_1194.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1194.fp2.repr,NA,pure_b,1,0.99826,1,0.49734,1,1,0.99988,1,1,1,0.9495480000000001,0.15889062435105059,0.16733290402491563
uniform,COPE_1194.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1194.fp2.repr,NA,F2,0,8e-5,0,0.02272,0,0,0,0,0,0,0.00228,0.007181927936765231,3.1499683933180838
uniform,COPE_1194.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1194.fp2.repr,NA,b_bx,0,0.00166,0,0.47994,0,0,1.2e-4,0,0,0,0.048172,0.15170869665249911,3.149312809360191
Jeffreys,COPE_1195.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1195.fp2.repr,z1,pure_b,0.99996,0.99999,0.99999,0.99974,1,1,0.99999,0.99999,0.9999,0.99997,0.999953,8.056053624451117e-5,8.056432276768126e-5
Jeffreys,COPE_1195.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1195.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1195.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_1195.fp2.repr,z1,b_bx,4e-5,1e-5,1e-5,2.6e-4,0,0,1e-5,1e-5,1e-4,3e-5,4.7e-5,8.056053624449132e-5,1.7140539626487514
uniform,COPE_1195.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_1195.fp2.repr,z1,pure_b,1,0.99994,0.99999,1,1,1,0.99987,0.99999,0.99999,1,0.999978,4.2110964526265485e-5,4.2111890987867216e-5
