file,mapped_reads
COPE_1016.fp2.repr.2.1-RG.bam,5742848
COPE_1018.fp2.repr.2.1-RG.bam,592686
COPE_1019.fp2.repr.2.1-RG.bam,3606641
COPE_1020.fp2.repr.2.1-RG.bam,1882100
COPE_1023.fp2.repr.2.1-RG.bam,453093
COPE_1024.fp2.repr.2.1-RG.bam,4233325
COPE_1028.fp2.repr.2.1-RG.bam,5344297
COPE_1029.fp2.repr.2.1-RG.bam,1151240
COPE_1030.fp2.repr.2.1-RG.bam,3636690
COPE_1031.fp2.repr.2.1-RG.bam,1907057
COPE_1032.fp2.repr.2.1-RG.bam,2994173
COPE_1034.fp2.repr.2.1-RG.bam,2564938
COPE_1035.fp2.repr.2.1-RG.bam,5516742
COPE_1037.fp2.repr.2.1-RG.bam,739048
COPE_1038.fp2.repr.2.1-RG.bam,1516751
COPE_1039.fp2.repr.2.1-RG.bam,1784505
COPE_1040.fp2.repr.2.1-RG.bam,1758177
COPE_1042.fp2.repr.2.1-RG.bam,5954174
COPE_1043.fp2.repr.2.1-RG.bam,1466208
COPE_1048.fp2.repr.2.1-RG.bam,6716679
COPE_1049.fp2.repr.2.1-RG.bam,2773402
COPE_1051.fp2.repr.2.1-RG.bam,2151242
COPE_1054.fp2.repr.2.1-RG.bam,913968
COPE_1055.fp2.repr.2.1-RG.bam,900719
COPE_1056.fp2.repr.2.1-RG.bam,4468768
COPE_1058.fp2.repr.2.1-RG.bam,1938304
COPE_1059.fp2.repr.2.1-RG.bam,5802130
COPE_1060.fp2.repr.2.1-RG.bam,4711382
COPE_1062.fp2.repr.2.1-RG.bam,909659
COPE_1064.fp2.repr.2.1-RG.bam,276018
COPE_1065.fp2.repr.2.1-RG.bam,164757
COPE_1066.fp2.repr.2.1-RG.bam,27459
COPE_1067.fp2.repr.2.1-RG.bam,470636
COPE_1068.fp2.repr.2.1-RG.bam,4991509
COPE_1069.fp2.repr.2.1-RG.bam,530071
COPE_1070.fp2.repr.2.1-RG.bam,1573594
COPE_1071.fp2.repr.2.1-RG.bam,913943
COPE_1072.fp2.repr.2.1-RG.bam,7818591
COPE_1073.fp2.repr.2.1-RG.bam,4225004
COPE_1074.fp2.repr.2.1-RG.bam,3677331
COPE_1075.fp2.repr.2.1-RG.bam,4959964
COPE_1076.fp2.repr.2.1-RG.bam,1117640
COPE_1077.fp2.repr.2.1-RG.bam,29076
COPE_1078.fp2.repr.2.1-RG.bam,493037
COPE_1079.fp2.repr.2.1-RG.bam,7730659
COPE_1080.fp2.repr.2.1-RG.bam,2412500
COPE_1081.fp2.repr.2.1-RG.bam,2887710
COPE_1084.fp2.repr.2.1-RG.bam,335043
COPE_1085.fp2.repr.2.1-RG.bam,855001
COPE_1086.fp2.repr.2.1-RG.bam,975097
COPE_1087.fp2.repr.2.1-RG.bam,1796885
COPE_1088.fp2.repr.2.1-RG.bam,336418
COPE_1091.fp2.repr.2.1-RG.bam,636578
COPE_1092.fp2.repr.2.1-RG.bam,175154
COPE_1093.fp2.repr.2.1-RG.bam,2682769
COPE_1094.fp2.repr.2.1-RG.bam,654980
COPE_1095.fp2.repr.2.1-RG.bam,6654823
COPE_1096.fp2.repr.2.1-RG.bam,996474
COPE_1098.fp2.repr.2.1-RG.bam,834608
COPE_1099.fp2.repr.2.1-RG.bam,707191
COPE_1100.fp2.repr.2.1-RG.bam,2247217
COPE_1101.fp2.repr.2.1-RG.bam,398947
COPE_1102.fp2.repr.2.1-RG.bam,162665
COPE_1103.fp2.repr.2.1-RG.bam,8012738
COPE_1104.fp2.repr.2.1-RG.bam,98910
COPE_1105.fp2.repr.2.1-RG.bam,2643894
COPE_1106.fp2.repr.2.1-RG.bam,2774328
COPE_1107.fp2.repr.2.1-RG.bam,2710829
COPE_1108.fp2.repr.2.1-RG.bam,7314181
COPE_1109.fp2.repr.2.1-RG.bam,167387
COPE_1110.fp2.repr.2.1-RG.bam,3909903
COPE_1111.fp2.repr.2.1-RG.bam,2871589
COPE_1112.fp2.repr.2.1-RG.bam,2076639
COPE_1113.fp2.repr.2.1-RG.bam,146445
COPE_1114.fp2.repr.2.1-RG.bam,1760216
COPE_1115.fp2.repr.2.1-RG.bam,6925824
COPE_1116.fp2.repr.2.1-RG.bam,3107127
